First Name,Last Name,Gender,Age,City,State,Region,Order ID,Quantity of Goods,Price per Item,Order Date,Total Price,Payment Method,Payment ID,Category of Good,Name of Good,Rating of Good,Quantity of Reviews,Carrier,Shipment Date,Shipment Status,% of Discount,Discount Reason,Effective Price,Delivery Speed,Customer Type,Return Status,Last Purchase Date,Promo Code Used,Shipping Cost,City and State
Jennifer,Conway,Male,62,Philadelphia,Pennsylvania,East,d48a0232-145f-4af1-ad68-395c702a15c3,7,149.17,23/06/2024,1044.19,Card,ae27ba10-305b-48a2-beb8-ac9645fa0d01,Furniture,Bed,3.5889080340637025,107,UPS,15/10/2024,In Transit,20,Seasonal Sale,558.95,Express,VIP,No,10/07/2024,Yes,241.65,"Philadelphia, Pennsylvania"
Chris,Burke,Female,58,Seattle,Washington,East,ce1b1b5c-811b-4b83-bc38-c6cc40535724,5,412.05,12/12/2024,2060.25,Card,208ee74a-d97a-43c6-909e-6c51cc044d9b,Books,Dictionary,3.263810925998982,302,DHL,13/12/2024,Cancelled,10,Coupon,1401.59,Express,VIP,No,15/06/2024,No,1483.81,"Seattle, Washington"
Todd,Trevino,Male,44,Ithaca,New York,East,d64f629f-38cb-4e9b-9620-9db0e04f1b75,7,177.71,14/08/2024,1243.97,Online,b49ca803-f859-4a92-9560-32b592243fde,Toys,Board Game,1.527976264940477,201,UPS,24/12/2024,Returned,25,Clearance Sale,689.41,Express,Returning,Yes,08/05/2024,No,236.75,"Ithaca, New York"
Andre,Mccarty,Male,67,Winston-Salem,North Carolina,North,484b6dd4-5f69-4a13-8a9d-6be935289d64,9,233.61,20/04/2023,2102.49,Cash,668dc338-977d-4b7a-a95c-d8c91f1ead24,Clothing,Jacket,3.043438833514428,391,UPS,19/11/2023,In Transit,8,Discount Card,1368.09,Standard,VIP,Yes,24/12/2024,No,544.47,"Winston-Salem, North Carolina"
Mark,Jenkins,Male,39,Davenport,Iowa,East,2938d46a-06da-4c97-8e98-5cd1091b9087,7,467.91,23/11/2022,3275.37,Online,827ab37e-f35e-4446-9ff8-551ed1263f97,Toys,Action Figure,4.671850955022057,330,UPS,02/01/2024,In Transit,25,Clearance Sale,2587.87,Same Day,New,Yes,14/11/2024,No,595.21,"Davenport, Iowa"
Nicholas,Green,Male,34,Harrisburg,Pennsylvania,East,cd23a218-3259-4b5b-82a8-96561b530d2b,4,442.81,28/04/2022,1771.24,Card,98bfc493-4a9b-4183-b599-8e3cf878e159,Clothing,Jeans,1.9154402728037343,464,UPS,12/07/2023,Delivered,25,Clearance Sale,1092.68,Same Day,VIP,Yes,25/07/2024,No,389.9,"Harrisburg, Pennsylvania"
Taylor,Hardy,Non-binary,40,Fort Lauderdale,Florida,West,04728efe-1bd0-4aa1-951f-7517c7563e35,9,456.77,02/02/2023,4110.93,Online,b0f3a5c6-f222-452c-add6-da22e73c96f9,Beauty,Mascara,3.7815329665930735,420,FedEx,23/06/2023,Returned,8,Discount Card,2871.07,Same Day,VIP,Yes,13/03/2024,No,1256.29,"Fort Lauderdale, Florida"
Jodi,Kim,Male,22,Austin,Texas,West,bea082e2-03fa-4d32-9722-c8663c135672,1,61.28,05/06/2022,61.28,Online,1b583254-4a6f-47e1-9451-d7ba6adae174,Furniture,Chair,2.424988352570234,440,DHL,04/01/2024,Returned,20,Seasonal Sale,53.39,Express,New,Yes,23/08/2024,No,445.77,"Austin, Texas"
Mark,Aguilar,Male,41,Lancaster,Pennsylvania,East,06346de9-e773-41b0-bc2e-803046c51161,2,359.98,18/03/2023,719.96,Card,abcf034d-702f-428a-83d1-a609383a030d,Toys,Ball,3.939053635610707,38,UPS,10/06/2024,Delivered,8,Discount Card,609.01,Standard,Returning,No,29/05/2024,No,1053.25,"Lancaster, Pennsylvania"
Stephanie,Kramer,Male,67,Brockton,Massachusetts,East,c17c3016-0a40-4184-909d-aab833fd34f3,2,418.61,27/03/2023,837.22,Online,edc09280-3f8f-4f89-95de-d272df819517,Clothing,Shirt,4.178292767916446,413,FedEx,20/11/2023,Delivered,8,Discount Card,777.11,Same Day,Returning,Yes,24/06/2024,Yes,815.12,"Brockton, Massachusetts"
David,Tate,Male,32,Lorain,Ohio,East,444cb0fd-701b-4ffc-ba1d-d870dd121f85,5,402.72,01/02/2022,2013.6,Online,77d283a0-5c9f-4f80-b31c-727bc11c88e5,Beauty,Lotion,2.833312936774953,340,UPS,11/03/2023,Cancelled,10,Coupon,1575.44,Express,New,Yes,22/04/2024,Yes,521.85,"Lorain, Ohio"
Stacey,Bradley,Female,48,Seattle,Washington,West,119bcb9d-01b0-45d9-8b77-a3021a66ea85,9,96.25,14/01/2024,866.25,Online,cddc6ec7-5c58-4992-b7bd-8d8d8872ebf4,Toys,RC Car,2.061947118033172,159,FedEx,02/06/2024,Cancelled,10,Coupon,772.35,Same Day,Returning,No,14/05/2024,Yes,1069.03,"Seattle, Washington"
Robin,Gross,Non-binary,58,Columbus,Georgia,North,8807ffad-7ae4-4510-951b-0599e2bb83f3,10,123.49,18/05/2024,1234.9,Online,5b7f24c3-b509-4b95-87a0-b03742d6f602,Toys,Doll,3.127781421165114,192,FedEx,25/10/2024,Delivered,15,Birthday,1172.29,Same Day,Returning,Yes,29/10/2024,No,1148.21,"Columbus, Georgia"
Edgar,Mcmillan,Non-binary,18,Colorado Springs,Colorado,East,dc32231d-2b20-4548-8ce0-0225f364eba5,9,200.77,07/07/2023,1806.93,Online,71b72f9f-5655-4465-b217-71f7840b6ac5,Electronics,Smartphone,4.569364941365301,108,UPS,02/01/2024,In Transit,8,Discount Card,1685.87,Same Day,Returning,Yes,04/02/2024,Yes,953.5,"Colorado Springs, Colorado"
Kayla,Rodriguez,Female,18,Seattle,Washington,North,cd704bf1-f6e1-423c-9d7e-04972e69aab8,3,26.01,07/10/2022,78.03,Card,25df56fb-5377-4467-9890-1d68258e8ea4,Furniture,Sofa,3.132730006409982,3,DHL,06/11/2022,Returned,50,Employee Discount,54.82,Standard,VIP,No,14/09/2024,Yes,629.79,"Seattle, Washington"
Joseph,Smith,Non-binary,47,Aurora,Colorado,East,32c206a7-78ea-4b00-a4ea-64494d271a8f,7,27.56,10/03/2022,192.92,Online,a0020978-5b6e-4221-8587-3454b4cd96e3,Books,Journal,4.74730812579833,13,DHL,06/11/2023,Delivered,15,Birthday,106.68,Same Day,VIP,Yes,09/07/2024,No,326.07,"Aurora, Colorado"
Rebecca,Potter,Male,34,Colorado Springs,Colorado,East,d1fe4975-0812-4877-a1b0-68f46818de68,1,43.87,04/09/2023,43.87,Online,2c8925ae-ba22-4a81-882c-1f0fd999e05a,Electronics,Smartphone,4.569364941365301,420,DHL,02/03/2024,Returned,20,Seasonal Sale,25.89,Express,New,Yes,14/08/2024,Yes,485.8,"Colorado Springs, Colorado"
Christine,Brock,Female,26,Allentown,Pennsylvania,South,47f84dbe-cc23-4f39-af11-6562750cb500,6,386.87,16/07/2024,2321.22,Cash,a9e0e3db-74d1-436b-bccd-93051e8d4def,Beauty,Perfume,4.48981981432217,172,FedEx,24/09/2024,Cancelled,50,Employee Discount,1941.7,Express,VIP,Yes,07/11/2024,No,345.48,"Allentown, Pennsylvania"
Scott,Bennett,Male,25,Savannah,Georgia,North,8f97b9df-d12a-4a64-a428-0d16bc93d5a9,7,98.51,20/09/2023,689.57,Online,8b4b9b6a-874a-4a4b-882d-d12713bfce8f,Books,Memoir,3.1928431419206857,1,FedEx,07/03/2024,In Transit,10,Coupon,429.26,Express,New,Yes,27/08/2024,No,1004.39,"Savannah, Georgia"
Alec,Holden,Non-binary,54,Columbus,Georgia,East,323e9b50-e015-48fb-9855-734600a30550,8,20.6,25/11/2022,164.8,Online,0fd8b293-7df9-48be-a4d0-7380cc7448d1,Clothing,Dress,1.280859551090293,148,DHL,03/01/2025,Delivered,15,Birthday,131.77,Express,New,No,23/06/2024,No,899.66,"Columbus, Georgia"
Megan,Wong,Non-binary,66,Hialeah,Florida,East,a15d93bd-87ed-4a01-b571-827dbd568c4c,6,312.45,05/09/2024,1874.7,Online,af972de0-53cf-4271-bdc0-0fb6df167e08,Furniture,Shelf,4.430551946980732,234,FedEx,22/09/2024,In Transit,20,Seasonal Sale,1107.2,Same Day,New,No,29/06/2024,Yes,1412.28,"Hialeah, Florida"
Melissa,Harris,Non-binary,38,Cleveland,Ohio,West,0a06f3a2-e38b-434d-b9cb-3b9fff9fde4b,6,263.4,09/08/2023,1580.4,Card,ceb6d292-8ba4-4ee2-9c84-8224d03c4fb1,Books,Journal,4.74730812579833,293,DHL,05/12/2023,Cancelled,10,Coupon,1034.85,Standard,New,Yes,25/01/2024,Yes,1119.09,"Cleveland, Ohio"
Julie,Erickson,Female,44,Aurora,Colorado,North,4ced4ed7-ffca-4a0a-8a4e-b1601455c25d,9,378.85,29/12/2022,3409.65,Cash,aa940179-e4f5-4420-b4e5-d9b29599fa38,Furniture,Stool,3.979287393046109,266,FedEx,31/10/2023,Returned,8,Discount Card,2226.16,Standard,Returning,Yes,30/09/2024,No,581.89,"Aurora, Colorado"
Kathryn,Mitchell,Male,18,Cambridge,Massachusetts,South,d2b7acfc-caf0-4f1a-bb42-e4bc912df5e2,2,327.23,03/08/2024,654.46,Card,71f35dd9-572e-424e-bbda-4126070dd17d,Toys,Yo-Yo,1.974620075041926,160,DHL,30/11/2024,In Transit,15,Birthday,383.78,Same Day,VIP,Yes,07/01/2024,Yes,253.03,"Cambridge, Massachusetts"
Jennifer,Lee,Female,55,Sioux City,Iowa,East,92cdc0f0-8a2e-4734-92b1-8bb6f75437af,1,279.87,18/03/2024,279.87,Online,8a75cca0-9019-44b3-b534-3ac0cee48f73,Beauty,Shampoo,4.132284999111057,328,DHL,10/06/2024,Cancelled,50,Employee Discount,160.98,Same Day,New,Yes,28/01/2024,Yes,60.15,"Sioux City, Iowa"
Kelly,Jones,Male,51,Seattle,Washington,East,3dd12fd7-9d05-406b-b891-ff77092e7df4,8,322.8,15/01/2022,2582.4,Online,4d86b558-1b74-4d37-9cbb-38ea2a13bf6f,Toys,Kite,3.4551951622899915,488,DHL,24/09/2024,In Transit,15,Birthday,1557.96,Express,VIP,No,19/10/2024,No,1497.31,"Seattle, Washington"
Kevin,Sanchez,Non-binary,56,Vancouver,Washington,South,4f74e9bb-93a2-4dc1-8032-c7d9c8747398,8,394.23,12/07/2022,3153.84,Online,d315e56e-9ff6-41cf-b1a2-407677e6b1c9,Toys,Doll,3.127781421165114,491,FedEx,11/12/2023,Returned,50,Employee Discount,2249.95,Standard,VIP,No,19/08/2024,No,1011.95,"Vancouver, Washington"
Megan,Baldwin,Non-binary,32,Springfield,Illinois,South,4da8eef2-2141-4bb1-8000-de6286f584aa,10,333.39,27/04/2024,3333.9,Online,6e9d4d83-b0ea-4980-88f1-554664cf9309,Beauty,Shampoo,4.132284999111057,339,UPS,11/08/2024,In Transit,15,Birthday,2638.12,Standard,VIP,Yes,31/03/2024,No,711.93,"Springfield, Illinois"
Amanda,Rodriguez,Non-binary,45,Fort Lauderdale,Florida,East,575dbb8b-6f55-417d-afd7-44a88aa5f49d,7,408.44,10/03/2022,2859.08,Online,cdcd4b75-8cdc-41da-8a1b-0d517b08d5ee,Clothing,Sweater,1.5488156051731417,294,DHL,10/11/2024,In Transit,20,Seasonal Sale,1910.72,Standard,Returning,Yes,16/09/2024,Yes,1261.06,"Fort Lauderdale, Florida"
Amy,Stanley,Female,33,Brockton,Massachusetts,North,d3564858-ce9a-4eec-acbd-5b80a729c26d,1,366.7,13/02/2022,366.7,Online,6766bba2-6157-4a28-828b-081a2b4edf3f,Clothing,Dress,1.280859551090293,500,UPS,29/04/2024,Returned,50,Employee Discount,336.08,Same Day,Returning,No,07/08/2024,No,189.28,"Brockton, Massachusetts"
Carla,Phelps,Female,61,Oakland,California,South,866c4084-ba21-40de-a234-1f5bac5f0bdd,6,194.4,10/06/2024,1166.4,Card,241d80bf-5c2e-4b41-a46a-51d399ce063d,Sports,Helmet,2.4676101390617213,179,DHL,04/09/2024,In Transit,8,Discount Card,662.87,Same Day,Returning,No,09/05/2024,No,202.3,"Oakland, California"
Michelle,Smith,Male,44,Rockford,Illinois,East,cf3c8671-78b4-4d94-8760-8ae99f244501,5,423.54,06/07/2022,2117.7,Online,bec5da71-24cb-4d6b-b6cc-c9033908be15,Electronics,Tablet,1.516063142954867,399,FedEx,05/10/2023,In Transit,20,Seasonal Sale,1108.19,Express,Returning,No,23/03/2024,Yes,72.63,"Rockford, Illinois"
Melissa,Cline,Female,23,Des Moines,Iowa,West,913493c3-6c8e-433e-988e-45b467bf1f1c,7,418.47,27/02/2023,2929.29,Online,942d6f6c-c794-47a8-b66c-a8a7ff50c2aa,Beauty,Perfume,4.48981981432217,91,DHL,09/01/2025,Delivered,25,Clearance Sale,2503.37,Standard,New,Yes,04/01/2025,No,393.3,"Des Moines, Iowa"
Amanda,Schmidt,Female,20,Vancouver,Washington,West,6826800a-4815-48c2-8e84-275c47dfe700,1,87.98,30/10/2022,87.98,Card,1735baab-3ac6-4813-9fd8-d80fb186cc38,Electronics,Gaming Console,3.628097504081727,150,UPS,13/03/2024,Delivered,25,Clearance Sale,50.76,Standard,New,No,13/03/2024,Yes,1367.78,"Vancouver, Washington"
Danielle,Allen,Male,37,Lorain,Ohio,West,7d717b6c-cd17-41b5-a246-e61a7c3b92ce,8,395.2,05/01/2023,3161.6,Card,9b8392c2-6aa9-4a7f-b40e-d5a4626e33de,Toys,Kite,3.4551951622899915,71,FedEx,05/07/2024,Cancelled,20,Seasonal Sale,2005.09,Express,VIP,Yes,25/04/2024,No,409.24,"Lorain, Ohio"
Jocelyn,Ellis,Male,19,Fresno,California,South,deae8ebd-ac21-4bce-919b-6697b42431c6,6,177.69,04/02/2024,1066.14,Online,c0a8b99e-aa4f-46d0-8430-077f553296ba,Sports,Golf Club,1.4048897059195624,71,DHL,02/09/2024,Cancelled,25,Clearance Sale,728.39,Standard,Returning,No,19/04/2024,No,1093.77,"Fresno, California"
Brett,Gardner,Male,37,Tucson,Arizona,North,d81974fb-b638-4eb6-85b8-2a2901aaf7d5,6,75.37,07/09/2024,452.22,Card,5f5bfae4-c4a3-41f6-abdf-6ab7063540a8,Furniture,Stool,3.979287393046109,458,DHL,14/11/2024,Returned,15,Birthday,370.37,Standard,VIP,No,20/04/2024,Yes,406.84,"Tucson, Arizona"
Jimmy,Gray,Non-binary,70,Mesa,Arizona,East,a4075010-1f82-4a41-8927-d3c7a35ba17e,3,449.54,16/05/2024,1348.62,Card,358001f5-04e5-4dba-9219-fbb7f0a2b118,Electronics,Headphones,1.2450511548116772,368,DHL,28/07/2024,Cancelled,8,Discount Card,870.4,Express,New,No,11/06/2024,No,1302.05,"Mesa, Arizona"
Daniel,Gaines,Female,21,Des Moines,Iowa,West,193f6c7a-d954-4f95-a02f-58eb3e9c25a2,6,109.66,20/03/2023,657.96,Online,d8e29448-af04-4b7d-b937-7f7526129572,Sports,Golf Club,1.4048897059195624,249,FedEx,03/05/2024,In Transit,20,Seasonal Sale,609.99,Standard,New,No,08/06/2024,Yes,171.78,"Des Moines, Iowa"
Roy,Campos,Female,69,Cincinnati,Ohio,North,9e5802f3-0636-45cf-b792-54da4734a172,5,80.48,21/08/2024,402.4,Online,f994a146-4bba-4594-a74e-be78aac6cf09,Electronics,Speaker,3.733626048001432,27,DHL,24/08/2024,Cancelled,50,Employee Discount,380.47,Standard,VIP,Yes,07/08/2024,No,343.34,"Cincinnati, Ohio"
Katherine,Davidson,Female,22,Charlottesville,Virginia,South,9aca80d9-8751-4576-bf9c-8e7f3828ca80,7,331.21,08/03/2023,2318.47,Card,08b24c7b-f75b-4df1-b323-be3cbebebece,Sports,Golf Club,1.4048897059195624,255,DHL,06/03/2024,In Transit,10,Coupon,1597.66,Standard,New,No,25/04/2024,No,91.31,"Charlottesville, Virginia"
Mark,Barnes,Male,70,Sioux City,Iowa,South,422cf086-58a6-421d-9f8d-aa6f101bcab6,8,38.29,13/04/2023,306.32,Online,fb3449e0-15a8-42b6-b7ca-47c297430aa0,Beauty,Shampoo,4.132284999111057,450,UPS,14/08/2024,Cancelled,8,Discount Card,200.95,Same Day,Returning,Yes,06/09/2024,No,643.12,"Sioux City, Iowa"
Cathy,Brown,Female,48,Newton,Massachusetts,East,f32a918b-b0d0-4da2-8333-0c5a57192509,10,183.49,15/03/2022,1834.9,Card,d2380c37-b266-4219-a374-3d2e5a6594c9,Beauty,Lotion,2.833312936774953,219,FedEx,21/07/2023,In Transit,25,Clearance Sale,1512.14,Standard,VIP,Yes,11/12/2024,No,902.87,"Newton, Massachusetts"
Thomas,Lopez,Female,21,Durham,North Carolina,West,95270d24-c944-4914-a0ca-9451e246cd93,5,331.79,11/09/2023,1658.95,Online,7efc6776-efe6-4ec3-a4e1-0ef36542e118,Electronics,TV,3.66433283504652,476,FedEx,26/12/2023,Cancelled,10,Coupon,867.46,Express,VIP,No,27/05/2024,Yes,402.23,"Durham, North Carolina"
Grace,Thomas,Male,68,Harrisburg,Pennsylvania,North,6a49ffbf-91d6-4e9b-b569-2d9a1e36c0c8,3,457.28,25/10/2022,1371.84,Card,b5f1a894-3cfd-47e2-9cfb-ac1b50ffaa0a,Sports,Shoes,1.018969380337736,414,DHL,12/07/2024,Returned,8,Discount Card,1137.12,Same Day,VIP,No,31/07/2024,Yes,956.77,"Harrisburg, Pennsylvania"
Mark,Rowe,Male,55,Mesa,Arizona,South,9a62e021-4167-4e82-9cd4-f0a263d718ee,5,359.2,02/08/2024,1796.0,Online,58387092-89b4-4782-9e23-370779a0a5ca,Beauty,Perfume,4.48981981432217,27,FedEx,12/10/2024,Cancelled,25,Clearance Sale,1636.16,Standard,New,Yes,18/10/2024,Yes,497.39,"Mesa, Arizona"
Douglas,Johnston,Female,48,Yonkers,New York,North,1a805415-04cd-4762-8fc3-b02b37499be2,7,139.3,30/03/2024,975.1,Card,623a82a9-c268-49e2-9392-9040b763abe5,Furniture,Wardrobe,3.4901582469824213,454,DHL,24/10/2024,Cancelled,25,Clearance Sale,685.01,Same Day,VIP,Yes,11/11/2024,Yes,276.95,"Yonkers, New York"
Kristin,Lambert,Non-binary,54,Athens,Georgia,East,75502aff-f6b0-4426-8524-c02aded6fed1,9,188.36,06/10/2022,1695.24,Online,1da0dc52-ffea-441a-811e-9dd96989b80b,Electronics,Gaming Console,3.628097504081727,349,FedEx,19/06/2024,Returned,20,Seasonal Sale,1134.12,Standard,New,Yes,29/02/2024,Yes,969.16,"Athens, Georgia"
Gary,Perez,Female,63,Bellevue,Washington,North,45dbe60a-5870-4b33-9ac6-27a9e5cc7c1c,7,456.55,16/04/2023,3195.85,Card,91a3ec1d-2f85-48ac-be71-750d87fe6550,Furniture,Sofa,3.132730006409982,328,FedEx,21/06/2024,In Transit,8,Discount Card,2618.04,Same Day,VIP,Yes,23/07/2024,No,804.2,"Bellevue, Washington"
Ashley,Davis,Female,41,Virginia Beach,Virginia,East,f635b37b-c896-443f-a8b6-c73f37b66764,9,394.86,23/12/2023,3553.74,Online,32607a40-ee66-4eaa-96ea-3bddf82909ae,Clothing,Jacket,3.043438833514428,57,FedEx,29/04/2024,Delivered,8,Discount Card,3183.08,Express,New,Yes,01/10/2024,Yes,82.85,"Virginia Beach, Virginia"
Nicole,Williams,Female,55,Bakersfield,California,West,a03e0eab-defc-4ae2-890b-49309aa337f5,4,317.87,01/08/2022,1271.48,Cash,48b7f84b-f01b-48bc-bab2-703f3880225f,Sports,Gloves,2.6605491140500352,95,DHL,27/09/2022,Delivered,25,Clearance Sale,704.91,Same Day,VIP,Yes,24/06/2024,No,1226.08,"Bakersfield, California"
Timothy,Vaughn,Male,39,Joliet,Illinois,East,f7dd31ad-02bd-471d-a308-803fcc8852ff,9,458.4,25/09/2023,4125.6,Online,77ff292a-db15-49f0-b928-fa179546e5dd,Beauty,Shampoo,4.132284999111057,295,DHL,17/08/2024,In Transit,10,Coupon,3893.74,Same Day,New,No,14/08/2024,No,570.03,"Joliet, Illinois"
Craig,Moore,Female,50,Vancouver,Washington,South,b4010dc2-9292-490a-acdb-6914d0590301,2,111.1,05/10/2023,222.2,Online,52fabe78-81cd-465c-9f6c-2b676bcb7659,Books,Memoir,3.1928431419206857,151,UPS,06/10/2023,Returned,8,Discount Card,153.65,Express,New,No,05/07/2024,Yes,93.3,"Vancouver, Washington"
Brandon,Welch,Male,64,Chicago,Illinois,West,9392b8d9-27c7-4f9d-8447-824db9596297,8,379.2,03/09/2023,3033.6,Online,399aedc7-d999-4f11-baf1-23060f6db41a,Electronics,Laptop,4.310855500187097,397,DHL,20/03/2024,Returned,25,Clearance Sale,2657.43,Express,VIP,No,19/06/2024,No,1276.38,"Chicago, Illinois"
Elizabeth,Montoya,Non-binary,41,Brockton,Massachusetts,West,2f1c7c56-251e-40b7-a469-ad80cc3f81ed,5,432.4,24/05/2022,2162.0,Online,41d15886-8328-49e8-bf4f-553139e11aff,Books,Journal,4.74730812579833,461,UPS,04/10/2024,Cancelled,20,Seasonal Sale,1485.08,Same Day,Returning,Yes,17/06/2024,No,264.76,"Brockton, Massachusetts"
Jaclyn,Peterson,Non-binary,20,San Francisco,California,West,bd47128c-22ef-4beb-ba9d-db8f72b4e8a0,6,134.72,21/05/2023,808.32,Online,32642ef6-6c7b-413c-a377-1b4e52cdef0d,Books,Journal,4.74730812579833,152,FedEx,17/03/2024,Delivered,20,Seasonal Sale,544.4,Express,VIP,Yes,11/09/2024,Yes,728.15,"San Francisco, California"
Edward,Vega,Male,29,Charlottesville,Virginia,North,22702c84-7129-4dfc-bc60-ae3077d77111,5,255.5,18/08/2022,1277.5,Online,28a14aa5-3107-4cda-8f8a-371bae78104c,Sports,Bat,3.904254330162452,367,DHL,21/01/2023,Cancelled,20,Seasonal Sale,1168.91,Same Day,New,No,21/05/2024,Yes,315.12,"Charlottesville, Virginia"
Frank,Johnson,Male,38,Lancaster,Pennsylvania,North,ab0eac51-da46-4215-aca1-7928ab631ec1,3,67.88,22/11/2023,203.64,Online,b1e586c8-1f03-4d5d-b172-08020ff29539,Electronics,Tablet,1.516063142954867,277,DHL,09/10/2024,Delivered,25,Clearance Sale,174.7,Same Day,Returning,Yes,13/04/2024,No,1094.54,"Lancaster, Pennsylvania"
Jessica,Morales,Female,47,Newton,Massachusetts,North,e8bdbc12-c0d4-4d86-8ca1-6fa71c479a3a,5,242.6,14/10/2023,1213.0,Card,5133542c-ecf5-4022-92c3-500921104d17,Toys,RC Car,2.061947118033172,77,UPS,11/09/2024,Delivered,10,Coupon,653.81,Standard,New,No,26/10/2024,Yes,858.44,"Newton, Massachusetts"
Andre,Diaz,Female,43,Cambridge,Massachusetts,East,c05a8fd8-2fae-468f-a7f4-759895ad32c7,8,329.27,18/08/2024,2634.16,Online,579ae275-2e1c-4bb6-a5b2-145abba5a4b7,Beauty,Lotion,2.833312936774953,268,DHL,10/11/2024,Returned,15,Birthday,1957.71,Standard,VIP,Yes,15/09/2024,Yes,403.02,"Cambridge, Massachusetts"
Thomas,Juarez,Female,55,Syracuse,New York,West,a4568efc-d411-41d8-a5ff-724c604f8361,7,183.46,22/07/2022,1284.22,Card,af3eb576-4cf6-4e93-a956-b0578ad4dbc4,Sports,Tennis Racket,1.3567360525580192,36,UPS,20/12/2024,Returned,20,Seasonal Sale,1183.79,Standard,New,No,18/09/2024,Yes,819.61,"Syracuse, New York"
Mary,Valentine,Female,67,Yonkers,New York,North,2f7d1740-9552-4e1e-ac39-c7c278eaf7e6,7,117.49,29/10/2023,822.43,Cash,f48b7701-7815-4097-a798-583c318cff4e,Toys,Action Figure,4.671850955022057,323,FedEx,14/10/2024,Delivered,50,Employee Discount,556.04,Express,New,No,07/07/2024,No,223.4,"Yonkers, New York"
Greg,Moran,Non-binary,31,York,Pennsylvania,East,dff41afc-3a19-4505-a954-04112ef6e952,10,302.84,17/07/2024,3028.4,Online,03ac3163-62f7-49f3-914c-d631c38ea1fc,Furniture,Chair,2.424988352570234,193,DHL,22/09/2024,Returned,10,Coupon,1553.27,Standard,VIP,Yes,25/03/2024,Yes,830.99,"York, Pennsylvania"
Cristina,Patterson,Female,59,Brockton,Massachusetts,East,7bc80e93-2706-437f-8a49-dc698ab2ad7c,1,123.84,23/10/2022,123.84,Card,260d11db-45f4-4d92-b631-c40dd73ab026,Toys,Ball,3.939053635610707,78,FedEx,17/08/2024,Delivered,20,Seasonal Sale,93.86,Standard,Returning,Yes,11/09/2024,Yes,638.34,"Brockton, Massachusetts"
Brian,Russell,Male,32,Hampton,Virginia,South,ead1f0cf-b0c3-46ef-ac22-d402e7b6671e,6,14.77,08/04/2024,88.62,Online,e793e711-8d7d-4d35-91ca-786849695350,Books,Journal,4.74730812579833,195,FedEx,19/04/2024,Delivered,20,Seasonal Sale,52.23,Express,Returning,Yes,03/12/2024,Yes,1011.77,"Hampton, Virginia"
Benjamin,Barnes,Non-binary,39,Cambridge,Massachusetts,West,55ebf81d-8bf3-41b3-ac2f-ee9c5c76d1c1,2,269.32,14/10/2022,538.64,Online,bdee7657-5f32-4d66-b73d-aeebfba92ffa,Furniture,Desk,2.3437617011037006,273,FedEx,17/01/2024,Delivered,25,Clearance Sale,461.99,Same Day,VIP,No,07/04/2024,Yes,1195.03,"Cambridge, Massachusetts"
Elizabeth,Russell,Female,44,Bakersfield,California,East,39574c47-d104-49ff-b944-80904df2f827,5,6.75,23/11/2022,33.75,Online,48397685-3e6e-4593-ae95-ca239536e146,Electronics,Gaming Console,3.628097504081727,261,DHL,21/03/2023,Delivered,8,Discount Card,31.68,Standard,Returning,No,28/11/2024,Yes,677.26,"Bakersfield, California"
Vincent,Brown,Non-binary,41,Erie,Pennsylvania,East,c5c5def6-91a6-49ca-93d1-d827ab49a628,1,83.89,26/10/2022,83.89,Online,17b3b8b0-671f-4106-bb85-a3b183584e3d,Beauty,Perfume,4.48981981432217,384,UPS,02/03/2023,In Transit,20,Seasonal Sale,53.28,Same Day,New,Yes,17/10/2024,Yes,659.73,"Erie, Pennsylvania"
Angela,Dickerson,Female,68,Lorain,Ohio,East,6630d7b3-b82c-4066-913c-cf9044e3e42a,1,124.77,17/01/2024,124.77,Online,9919d222-2aa2-4fea-844e-d015bc669225,Clothing,Sweater,1.5488156051731417,162,UPS,14/05/2024,Returned,10,Coupon,118.18,Express,New,Yes,02/02/2024,Yes,934.06,"Lorain, Ohio"
Clifford,Kirby,Non-binary,35,Raleigh,North Carolina,North,9ed85e2e-e39b-4e4c-9119-674f72ab657c,4,119.14,16/02/2024,476.56,Online,b79139d2-a96a-4159-8bac-bc22ffc29688,Furniture,Bench,3.537615866524479,131,FedEx,12/11/2024,Cancelled,10,Coupon,257.82,Express,New,Yes,05/05/2024,Yes,1414.29,"Raleigh, North Carolina"
Colin,Wade,Male,49,Waterloo,Iowa,West,31ef2669-b2f1-4fb7-8e49-4b2ce1fca8ac,9,478.46,15/01/2024,4306.14,Online,61aa0b28-43c5-4f7a-8bd9-566035cecb28,Books,Biography,1.4628526313091756,256,DHL,02/06/2024,Delivered,20,Seasonal Sale,2671.1,Express,Returning,Yes,27/10/2024,No,88.92,"Waterloo, Iowa"
Cathy,Pierce,Female,58,Virginia Beach,Virginia,South,778ddc01-7acf-4b44-80b8-62ee18ef0974,8,221.4,07/11/2024,1771.2,Online,7c1aeb1e-14f3-4aad-8c8a-89ed9c303b2e,Electronics,Gaming Console,3.628097504081727,73,UPS,02/12/2024,Cancelled,8,Discount Card,1268.89,Express,Returning,Yes,22/06/2024,No,1142.72,"Virginia Beach, Virginia"
